"seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"chr5",113337645,113337590,2,"Mir7230",807,-1.06769848153102,0.00306251635368625,-1.78155247917766
"chrX",136822746,136838582,1,"Plp1",831,-1.18577477510361,0.00306484786388856,-0.711975136741193
"chr5",119627382,119570129,2,"AW549542",901,-1.0304363456393,0.00309718982422149,-0.637575754209047
"chrX",164076493,164070703,2,"Siah1b",1010,-1.12462740756582,0.00312673242554332,-0.727925880690784
"chrX",134717938,134721917,1,"Armcx1",788,-1.17725436121108,0.00315919625723962,-0.86615052309254
"chr3",127780527,127670310,2,"Alpk1",951,-1.5011190964914,0.00320154658542737,-1.23342762175074
"chrX",147064905,147065002,1,"Mir1298",899,-2.51776663292985,0.00320869475263193,-0.357475325470824
"chr10",11082331,10686059,2,"Grm1",43,-1.33803191759816,0.00322892440551094,-0.336250101356063
"chrX",140062568,140007673,2,"Nup62cl",856,-1.2311314709426,0.00337044116044639,-0.644075909527182
"chrX",82814910,85205050,1,"Dmd",555,-1.02844978123853,0.00339624413738351,-3.02117820801081
"chrX",139357738,139240226,2,"Platr21",847,-1.04433819587857,0.00341441599350125,-0.664251235119314
"chr6",136173511,135729795,2,"Grin2b",1196,-1.05158814371751,0.00349168671027413,-0.638375917265548
"chr15",88314874,88372651,1,"B230214G05Rik",623,-1.55561155473535,0.00356220470272647,-0.327450238471989
"chrX",169320422,169368178,1,"Gm15246",1040,-1.02650887220286,0.00395152725241282,-0.533375045934833
"chr19",59076069,58973358,2,"Shtn1",776,-1.16748235549115,0.00406863959596046,-0.940876530559476
"chr2",172043466,172036336,2,"Cbln4",1911,-1.53854657921021,0.00409251048500995,-0.606175715403329
"chr5",113324545,113324493,2,"Mir7229",806,-1.29786067027079,0.00415910155723194,-1.12235135000546
"chrX",157598715,157535371,2,"Mbtps2",976,-1.36981951792036,0.00425021120356102,-0.381400510037835
"chr9",21956006,21955284,2,"Gm45914",186,-1.98343938134529,0.00455415756537922,-0.829875773817295
"chrX",136742957,136803364,1,"BC065397",829,-1.3280664872332,0.00457271338061988,-0.83275091101401
"chrX",139782353,139779681,2,"Ripply1",852,-1.12622104482988,0.00468421346456049,-0.846426633545157
"chr5",99729060,99297244,2,"A930011G23Rik",645,-1.20271502269497,0.00475551724437307,-1.4134777729378
"chr18",72351069,71253632,2,"Dcc",512,-1.14351967318358,0.00485024309951981,-0.540025847044161
"chrX",152342484,152336852,2,"Tspyl2",938,-1.34725226282308,0.00495111239043376,-1.43980130334344
"chr5",36830649,36806813,2,"Man2b2",298,-1.63964579255916,0.00500920693508037,-0.356475194896491
"chr11",96351632,96354016,1,"Hoxb2",1223,-1.08871873030848,0.00510556263067032,-2.53065333254758
"chrX",108834355,108742208,2,"Brwd3",723,-2.30380698262533,0.00510556263067032,-0.429000166302788
"chrX",136270253,136271978,1,"Bex3",823,-1.07852901104186,0.0051988337424632,-0.707851005646022
"chr7",70337852,70178868,2,"Gm29683",1109,-1.0910245499098,0.00523363386993424,-2.63558012828126
"chrX",138209580,138208165,2,"Tex13a",842,-1.77688367490538,0.005288863558238,-0.588875596252483
"chr1",55931241,55972098,1,"9130227L01Rik",273,-1.7914281752992,0.00541615286904405,-0.256250025652238
"chr7",25687002,25705077,1,"Tgfb1",501,-1.67054782307769,0.00551140753957274,-0.666250564945844
"chr17",91092952,90033644,2,"Nrxn1",1177,-1.21446515403129,0.00569297581402071,-0.364900379365099
"chr4",136898844,136895916,2,"C1qa",1125,-1.33131754881181,0.00579671522158399,-1.09167759648909
"chr13",56252163,56250492,2,"Neurog1",497,-1.07918170416518,0.00591040776578786,-2.76320258293929
"chrX",163958666,163935443,2,"Zrsr2",1008,-1.28540342480639,0.00592360297765575,-0.546825810228437
"chr13",54766440,54758860,2,"Sncb",458,-1.27831958782791,0.00605903834481576,-0.749026320731794
"chr8",71558871,71554303,2,"Tmem221",544,-1.41189526905959,0.00612930520564577,-0.889725431440121
"chrX",11327822,11328151,1,"H2al1j",108,-1.08013270719692,0.00616581373477031,-1.13442651071101
"chr6",52156902,52158528,1,"Hotairm2",375,-1.12761015104097,0.00643677083082155,-2.79467956259889
"chrX",135693790,135654698,2,"Tcp11x2",803,-1.10170091870667,0.00650061828006948,-0.652575516293225
"chrX",157818435,157821060,1,"Klhl34",980,-1.68975158697593,0.00650061828006948,-0.551550312295152
"chrX",134308084,134363104,1,"Cenpi",778,-1.33098140748442,0.00671077934924692,-0.437025179822898
"chrX",136033367,136034946,1,"Arxes1",812,-1.38175050881534,0.0067918101932065,-0.801075277434552
"chrX",13042015,13045295,1,"5730405O15Rik",117,-1.15328672279688,0.00704171685103782,-1.0299507609267
"chr19",44545848,44516957,2,"Sec31b",643,-1.39825875287749,0.00732952653237529,-0.836851510604838
"chr1",75219294,75214972,2,"Tuba4a",441,-1.1377193524555,0.00748536005865403,-0.629752116430535
"chr17",32403581,32390661,2,"Rasal3",480,-1.88647794224922,0.00748536005865403,-0.853025944307257
"chr15",102973350,102973434,1,"Mir196a-2",888,-1.0320344099143,0.00784045209432168,-2.9290280529399
"chr2",54436387,55117744,1,"Galnt13",550,-1.36121691241669,0.00795928496694659,-0.221074836531605
"chr17",12507704,12419972,2,"Slc22a3",69,-1.15390134619115,0.00813625665713506,-0.515450498096598
"chr10",103028777,103007847,2,"Alx1",837,-1.05175428385498,0.00846951438706781,-0.846876960835631
"chr6",144781977,143828425,2,"Sox5",1259,-1.09308340706307,0.00851664726745109,-1.14780112724296
"chr14",48878873,48887112,1,"4933429O19Rik",322,-1.3684941312098,0.0085191793375461,-0.616825430472287
"chr7",57386871,56724242,2,"Gabrg3",1031,-1.01614936644523,0.00855441471801291,-0.29974991617296
"chr8",80058008,79965851,2,"Hhip",613,-1.43008490114422,0.00873979301362237,-0.506100278720272
"chr3",149274737,149279980,1,"Gm1653",1089,-1.95667208492458,0.00876390494363298,-0.620275951564538
"chrX",105079756,105117090,1,"Pbdc1",692,-1.142352790211,0.00889913697021741,-0.593501034623025
"chr3",118562178,119432918,1,"Dpyd",900,-1.21085980628924,0.00897243041896381,-0.308375808628704
"chr7",69496094,69499689,1,"4930402F11Rik",1108,-2.11950518034065,0.00899823266702479,-0.421275917231242
"chr11",103116325,103119725,1,"Hexim1",1497,-1.9862380907206,0.00929136295249514,-0.516799692894685
"chr15",89499857,89560261,1,"Shank3",661,-1.01620660261647,0.00952228859080618,-0.49335045734535
"chrX",166479867,166457252,2,"Rab9",1026,-1.06208517304579,0.00954193591376721,-0.489250165697498
"chrX",12673639,12654879,2,"1810030O07Rik",113,-1.85364817703712,0.00980032694590008,-0.430350686853801
"chr13",30749258,30766927,1,"Irf4",269,-1.10254978927187,0.00982529116307724,-0.657625629725443
"chr15",76659909,76668196,1,"Kifc2",383,-1.35013933310742,0.00982529116307724,-0.469225656537152
"chr10",127321964,127329943,1,"Arhgap9",999,-1.33272197409548,0.00988875252165516,-0.652275770793575
"chrX",136779721,136757674,2,"Glra4",830,-1.08892731077301,0.010208835584081,-0.64865091843245
"chrX",150589844,150519520,2,"Apex2",914,-1.04863427689954,0.0104148161274259,-0.669326138415381
"chr10",22729432,22729372,2,"Mir7663",120,-1.10031037366304,0.0104619754901111,-0.62857555509389
"chr2",103957995,103981878,1,"Lmo2",1080,-1.11124181232571,0.0106008542396646,-0.462850139957416
"chr12",61523167,61857928,1,"Lrfn5",265,-1.23338651195127,0.0106483014413259,-0.287700399704856
"chrX",139085236,139079249,2,"Serpina7",844,-1.08566858994214,0.0107705054558006,-0.366225725010122
"chr3",127789913,127798389,1,"Tifa",952,-2.41614530993735,0.010825017102723,-0.644000500580912
"chr7",139389109,139579652,1,"Inpp5a",1996,-1.60411884376103,0.0108273532988316,-2.17387916227437
"chr8",57320983,57324517,1,"Hand2",398,-1.01692493979721,0.0109818004014362,-2.28470321334141
"chrX",139086243,139093403,1,"4930513O06Rik",845,-1.11202209593628,0.0110117618300151,-0.462125591087486
"chr1",78197136,78101267,2,"Pax3",462,-1.15438253733653,0.0112512130821978,-3.16200179044729
"chr13",105443693,105448133,1,"Htr1a",852,-1.44642780679927,0.0112918280398005,-0.667700519656591
"chr5",146556113,146558915,1,"Gm3415",1328,-1.50225566657304,0.0116416413396178,-0.157350333964467
"chrX",134059176,134086822,1,"Cstf2",771,-1.17836985360124,0.0117069639460133,-0.569675769960312
"chr7",19577287,19580656,1,"Zfp296",337,-1.33437042376989,0.0119362966222133,-0.628975743120384
"chrX",113297510,113836386,1,"Dach2",743,-1.13518257814428,0.0120346196333851,-0.358400609213778
"chrX",108834478,108974906,1,"2810403D21Rik",724,-2.01241603249589,0.012142107648012,-0.452075211723935
"chr7",30465591,30462164,2,"Nphs1os",652,-1.03524445410309,0.0122874738622372,-0.831724829267708
"chrX",151912346,151912428,1,"Mirlet7f-2",930,-1.24723147045758,0.0124355629971453,-1.12992672616331
"chr4",128261044,128262990,1,"Hmgb4os",934,-1.1515025062662,0.0125014450895281,-0.357000005867444
"chr14",48446123,48515130,1,"Tmem260",319,-1.10220310153481,0.0126279594751339,-0.515726084364432
"chr2",147085345,147083876,2,"Nkx2-4",1533,-1.10316431608431,0.0127405712021014,-1.37015287017092
"chr7",124708935,124625670,2,"3100003L05Rik",1793,-1.62253026886492,0.0132513812901712,-0.214100207693849
"chr8",32950026,32888505,2,"Gm3985",277,-1.06686834555101,0.0132719246529163,-0.209724739256109
"chr12",33957671,33959831,1,"Twist1",161,-1.31514246119263,0.0137745593969586,-2.11672780816819
"chrX",152016295,152004584,2,"Ribc1",933,-1.09994355854296,0.0139039638951407,-0.76995142191836
"chrX",103573154,103573060,2,"Mir374b",680,-1.00922599278776,0.0142227807966496,-0.580200625633198
"chr3",33024777,33088607,1,"4930419G24Rik",124,-1.6957352361107,0.0146700959244871,-0.293699907789553
"chr8",84701457,84704716,1,"Lyl1",670,-1.29370523450342,0.0148819866535927,-0.993526152610188
"chr8",112570043,112882707,1,"Cntnap4",994,-1.93672848569411,0.0150697073209694,-0.232350227534186
"chr2",153065955,153081735,1,"Ccm2l",1630,-1.17433471046826,0.015203679701218,-0.487075545800964
"chr10",50592669,50851202,1,"Ascc3",275,-1.04039899903539,0.015280376431253,-0.206075364493875
"chr19",45660193,45578257,2,"Fbxw4",663,-1.02771891818172,0.0154314848360658,-0.873577102181688
"chr13",22035821,22036320,1,"Hist1h2bk",130,-1.47020715058852,0.0154656479921852,-0.562701109231817
"chr8",99416674,99733438,1,"A330008L17Rik",816,-1.44788687223096,0.0154656479921852,-0.223225022597179
"chr14",55788857,55784995,2,"Ripk3",489,-1.60789268915638,0.0156916829736477,-0.770225659944429
"chr7",19573343,19564949,2,"Gemin7",336,-1.02020939034118,0.0158174254411253,-0.361725449708956
"chr16",27849930,27926128,1,"Gm10823",296,-2.00345564275203,0.0161959770517132,-0.141149931178241
"chrX",136469096,136448107,2,"Kir3dl2",824,-1.33903972454179,0.0165184452259963,-0.211575157014928
"chrX",151344846,151291974,2,"A230072E10Rik",925,-1.0272470019481,0.0166016798658375,-0.549950570783473
"chr5",146963797,146951573,2,"Mtif3",1334,-1.30332373683289,0.0171129045780904,-0.347725344586991
"chr8",94172618,94173567,1,"Mt2",769,-1.00065072325392,0.0173151051967911,-0.807852337605698
"chrX",150826917,150857407,1,"Itih5l-ps",920,-1.0480093278648,0.0176539652932481,-0.810125292715733
"chrX",107667964,107688980,1,"Tbx22",719,-1.221116109695,0.0181501749563663,-0.31185023741544
"chr4",147848375,147822986,2,"Zfp933",1296,-1.91544981754965,0.0182150604480436,-0.146724824201506
"chrX",162888462,162856843,2,"Syap1",1001,-1.14265145489133,0.0186110129992702,-0.529950627713168
"chr10",81104673,81104614,2,"Mir5615-1",643,-1.69419597679241,0.0186794235566017,-0.648150362761317
"chr17",74047916,74017706,2,"Srd5a2",1074,-1.15435229533683,0.0189578117422652,-0.439250321203292
"chr5",146585239,146582150,2,"Gpr12",1329,-1.31312220399059,0.0191666522939092,-1.04547571385421
"chr16",71131076,71139029,1,"4931420L22Rik",594,-1.76687756335957,0.019491714724134,-0.0986500904485714
"chrX",144153695,144166274,1,"A730046J19Rik",883,-1.07344100954896,0.0198301097164245,-0.682575604189029
"chr1",169655501,169695813,1,"Rgs5",1074,-1.39058141509576,0.0198907167501116,-0.125125123995891
"chr4",152697540,152700922,1,"Gm833",1380,-1.00725241266354,0.0199972192780253,-0.491126032877207
"chr2",143078492,143081700,1,"Otor",1497,-1.60917276865559,0.0206589284060473,-0.133300096143802
"chr10",89443967,89408823,2,"Gas2l3",751,-1.65806127001561,0.0216896297114426,-0.425525289371272
"chr6",6865150,6863797,2,"Dlx6os2",30,-1.12808830237264,0.022712081421962,-3.12277997640081
"chr18",65873486,65886596,1,"Grp",468,-1.01285507880871,0.0227518559615236,-0.454900144409582
"chrX",145039344,145039414,1,"Mir3472",890,-1.68783843742562,0.0231543180395861,-0.493225490554287
"chrX",164436994,164459170,1,"Asb11",1017,-1.23146894949342,0.0233539600281862,-0.477550399439576
"chr12",61521820,61499660,2,"Gm20063",264,-1.59310147678883,0.0237868143157624,-0.410050365632868
"chr3",102262405,102445132,1,"A230001M10Rik",745,-1.53019321827281,0.0238023474859684,-0.729051615438982
"chr9",93005733,92979916,2,"1700034K08Rik",945,-1.94212031571136,0.0240167814922031,-0.126500132243648
"chrX",79671435,79623231,2,"Mageb16",552,-1.41329554614464,0.0240836124982372,-0.0861250330606673
"chr12",51005156,51062543,1,"1700008C04Rik",204,-1.88698748609888,0.0247944725379059,-0.389950797723793
"chr4",128166597,128133523,2,"Csmd2os",933,-1.43026631872621,0.025961604242266,-0.318950268854618
"chr12",9570585,9565236,2,"1700022H16Rik",42,-1.39136876561224,0.0259731829522602,-1.47665237602078
"chr8",109075222,109253639,1,"D030068K23Rik",935,-1.11644096308083,0.0261177266047355,-0.255700335688529
"chr2",115344280,115329266,2,"4930528P14Rik",1189,-2.33623358002941,0.0262297593378018,-0.329149942764836
"chr2",11172382,11301226,1,"Prkcq",87,-1.12806178202094,0.0266150302598736,-0.36100030846277
"chr1",101155768,101175202,1,"Gm20268",664,-1.2680275707058,0.0267267749880101,-0.0499250027826478
"chr19",60468304,60466733,2,"Prlhr",787,-1.12845474670227,0.0273549927355709,-0.927851074745253
"chr7",87493512,87424771,2,"Tyr",1262,-1.26261280525254,0.0275744461795907,-0.0597500614878328
"chr7",138554242,138566994,1,"4930543N07Rik",1987,-1.04238889404354,0.0276540782410595,-0.357600369880382
"chr15",90224360,90224412,1,"Mir7648",666,-2.13463506632266,0.0284797443189388,-0.308350199404594
"chr2",147013060,147078000,1,"Xrn2",1532,-1.06352380430182,0.0285315727280491,-0.219750149501097
"chrX",111110418,111123874,1,"Cylc1",731,-1.52873604270007,0.0286504740455795,-0.142625251838563
"chrX",155216449,155213126,2,"Sat1",969,-1.55123279243777,0.0292444039656582,-0.293800518410198
"chrX",107403360,107397195,2,"Itm2a",717,-1.2594174616489,0.0294248802681181,-0.545050527481998
"chr6",36390191,36209620,2,"9330158H04Rik",191,-1.16341200932261,0.030786418391712,-0.279899832094106
"chrX",107792590,107872911,1,"Tent5d",721,-1.56524875123272,0.030786418391712,-0.298350436785714
"chrX",136139045,136140443,1,"Bex4",816,-1.21285822034455,0.0311141078586412,-0.532226177856297
"chr1",75142786,75147909,1,"Retreg2",434,-1.87877955676215,0.031135271717876,-0.39434941881654
"chr14",37068029,37073735,1,"Lrit2",249,-2.11303433222836,0.0321802136769584,-0.0831500499955489
"chr14",66635251,66771168,1,"Adra1a",637,-1.02084448862595,0.0330952399571576,-0.495875162964676
"chr10",79997615,80015572,1,"Abca7",579,-1.15330099628052,0.0334578721745763,-0.405400814781528
"chrX",13661363,13667433,1,"Gpr82",124,-1.25253402859311,0.0337511960512587,-0.427325669628717
"chr18",28560166,28998176,1,"4930474G06Rik",116,-1.14379081747668,0.0338907618607041,-0.138500279084174
"chr17",32389439,32354050,2,"Wiz",479,-1.31415633355823,0.0341468719476089,-0.392825492778974
"chr15",64922296,64699035,2,"Adcy8",263,-1.14005277201426,0.0344217731765951,-0.403725117226498
"chrX",157540804,157541750,1,"Gm6568",977,-1.87591667942104,0.034532263242347,-0.380725163087812
"chr14",67397742,67332042,2,"4930438E09Rik",645,-1.45503802262889,0.0345699243943891,-0.508950087527469
"chr19",60144675,60162591,1,"E330013P04Rik",785,-1.01175306795418,0.0345699243943891,-0.493925491032362
"chr9",119579016,119483408,2,"Scn5a",1270,-1.15257495407889,0.0348465107287764,-1.34645305992704
"chr6",110645598,111567230,1,"Grm7",810,-1.21004776538464,0.0348865703244782,-0.380999982751906
"chr2",159947341,159981289,1,"4933416E03Rik",1755,-1.67689807160095,0.0349579110612141,-0.18952550840982
"chr8",71537437,71534259,2,"Bst2",542,-1.28771769069315,0.0363381594940147,-0.546800664445962
"chr2",74762980,74765142,1,"Hoxd1",684,-1.04578097568289,0.0369363659457245,-1.73707799029315
"chr17",22601148,22619133,1,"Vmn2r112",199,-1.28398119298012,0.0371039332859728,-0.0392499933527612
"chr10",122448499,122453453,1,"Avpr1a",959,-1.87669440881632,0.0376289842042808,-0.826350686622582
"chr3",82903974,82892582,2,"Lrat",359,-1.25590637464179,0.0378155059737141,-0.414924471407397
"chr3",33143191,32947926,2,"Pex5l",123,-1.20984112956898,0.0385029791012182,-0.373025005600535
"chr17",26138686,26195811,1,"Axin1",355,-1.35811271064739,0.0385119470940272,-0.382275101437999
"chr2",163853750,163858874,1,"Kcnk15",1790,-1.24003612361519,0.0385119470940272,-0.722224461136257
"chr7",73102068,73097752,2,"Gm6567",1116,-1.18079650023036,0.0385195912692187,-0.334525023898513
"chr5",103211334,102908547,2,"Mapk10",668,-1.04474829319806,0.0388176666952407,-0.283875660909108
"chr5",31193139,31187558,2,"Eif2b4",209,-1.74873513172798,0.0412580782216155,-0.130425266356971
"chr2",171962824,171956879,2,"1700028P15Rik",1910,-1.53916669772204,0.0416658830763045,-0.265924537462257
"chrX",107816334,107782751,2,"2610002M06Rik",720,-1.76520483168156,0.0418769720563933,-0.2767504697005
"chrX",153037629,153072915,1,"9530051G07Rik",945,-1.28293686655813,0.0419081739585171,-0.62192556401117
"chr19",41829970,41832583,1,"Frat1",593,-1.81049823952443,0.0419936708964278,-0.673300534843425
"chr2",149830783,150004392,1,"Syndig1",1557,-1.02907646247674,0.0420759168259101,-0.296500455836472
"chr3",52739724,52776654,1,"Gm2447",208,-1.22847204182245,0.0420759168259101,-0.311250314829686
"chr3",137341078,137431069,1,"Emcn",1009,-1.25993131925404,0.0423922783169963,-0.0865500189458091
"chr7",40674737,40691260,1,"4933402C06Rik",763,-1.62377070680595,0.0427930696656008,-0.348700565137469
"chr9",45431232,45416626,2,"4833428L15Rik",484,-1.04730585859876,0.0432350904316343,-0.634400308492175
"chr17",23479597,23459675,2,"Vmn2r117",208,-1.42685419376514,0.0435682202965073,-0.0744249742706384
"chr1",89683892,89676507,2,"4933400F21Rik",571,-1.5984206987204,0.044721911838045,-0.526651142502306
"chrX",89932852,89930097,2,"4930415L06Rik",568,-1.73527522931495,0.0447354359585737,-0.169000175499112
"chr10",81365820,81364024,2,"4930404N11Rik",664,-1.54001308835128,0.0452807934027693,-0.383550293091597
"chr11",11114016,11267721,1,"Vwc2",103,-1.00456151513564,0.0453835680715659,-0.25425020410015
"chrX",11299257,11299757,1,"H2al1a",101,-1.05429386787809,0.0455750497321447,-1.03317690070197
"chr16",29579334,29654602,1,"Opa1",303,-2.0152383410199,0.0466690337173944,-1.33252748900537
"chr11",103208548,103198944,2,"1700023F06Rik",1500,-1.16375717016457,0.0469184194063473,-0.373950324250821
"chr5",82124710,82122427,2,"1700031L13Rik",505,-1.76619360512004,0.0487709130467086,-0.0850751111306409
"chr9",35281105,35285423,1,"4933422A05Rik",259,-1.37197605373864,0.0488523320062098,-0.744650339013126
"chr1",57214996,57200645,2,"BC055402",278,-1.11635527290994,0.0493913933791836,-0.28420041813237
"chr16",72663149,73046100,1,"Robo1",597,-1.37073466170951,0.0496922457264667,-0.255825325776984
"chr18",66002635,65980739,2,"Lman1",471,-1.62594606386673,0.0498659399947,-0.403100637162259
